,movie,url,vector
99,His Girl Friday,http://www.imsdb.com/scripts/His-Girl-Friday.html,"[343, 205, 187, 12, 44, 22, 4, 5, 0, 1, 3, 0, 3, 8, 0, 2, 0, 240, 203, 1, 5, 14, 10, 16, 5, 33, 2, 1, 0, 1, 15, 0, 0, 1]"
100,It's a Wonderful Life,http://www.imsdb.com/scripts/It's-a-Wonderful-Life.html,"[366, 169, 311, 15, 108, 27, 1, 31, 24, 0, 12, 0, 12, 2, 0, 161, 2, 127, 117, 1, 3, 5, 14, 3, 0, 43, 0, 0, 0, 1, 29, 0, 0, 0]"
101,Meet John Doe,http://www.imsdb.com/scripts/Meet-John-Doe.html,"[451, 220, 310, 19, 80, 18, 0, 21, 13, 1, 1, 0, 2, 1, 0, 2, 2, 133, 181, 0, 3, 13, 23, 7, 0, 41, 0, 0, 0, 7, 27, 0, 1, 0]"
102,Mary Poppins,http://www.imsdb.com/scripts/Mary-Poppins.html,"[50, 11, 27, 1, 17, 7, 3, 50, 40, 0, 3, 0, 1, 0, 0, 33, 0, 52, 28, 0, 1, 7, 4, 4, 4, 1, 0, 4, 0, 4, 3, 0, 0, 0]"
103,Die Hard,http://www.imsdb.com/scripts/Die-Hard.html,"[433, 128, 331, 31, 41, 3, 0, 7, 0, 0, 2, 0, 8, 2, 1, 0, 0, 50, 63, 0, 1, 11, 4, 5, 0, 3, 0, 0, 0, 2, 9, 1, 0, 0]"
104,The Long Kiss Goodnight,"http://www.imsdb.com/scripts/Long-Kiss-Goodnight,-The.html","[256, 136, 191, 13, 72, 10, 0, 12, 9, 0, 9, 0, 0, 6, 0, 0, 0, 339, 378, 1, 15, 13, 35, 11, 0, 12, 0, 18, 0, 1, 5, 0, 0, 0]"
105,The Ghost and the Darkness,"http://www.imsdb.com/scripts/Ghost-and-the-Darkness,-The.html","[315, 90, 199, 4, 46, 1, 0, 2, 0, 0, 6, 0, 2, 0, 0, 0, 0, 17, 7, 0, 1, 1, 0, 0, 0, 5, 0, 0, 0, 0, 4, 0, 0, 0]"
106,Swingers,http://www.imsdb.com/scripts/Swingers.html,"[172, 30, 68, 7, 42, 8, 0, 1, 0, 0, 0, 0, 5, 0, 0, 0, 0, 124, 87, 0, 1, 7, 13, 1, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0]"
107,Bonnie and Clyde,http://www.imsdb.com/scripts/Bonnie-and-Clyde.html,"[359, 143, 246, 11, 73, 46, 2, 2, 3, 0, 13, 0, 16, 1, 0, 4, 0, 233, 264, 2, 23, 30, 5, 9, 0, 15, 0, 2, 0, 10, 8, 0, 0, 0]"
108,Reservoir Dogs,http://www.imsdb.com/scripts/Reservoir-Dogs.html,"[259, 112, 155, 6, 31, 7, 0, 0, 4, 0, 4, 0, 1, 0, 0, 4, 0, 52, 30, 0, 0, 8, 8, 6, 0, 3, 0, 0, 0, 2, 4, 1, 0, 0]"
109,Platoon,http://www.imsdb.com/scripts/Platoon.html,"[321, 204, 486, 20, 182, 13, 3, 21, 0, 0, 5, 0, 1, 1, 0, 0, 0, 38, 40, 0, 0, 8, 8, 1, 0, 3, 0, 3, 0, 1, 5, 0, 0, 0]"
110,Basic Instinct,http://www.imsdb.com/scripts/Basic-Instinct.html,"[478, 234, 180, 8, 29, 2, 0, 2, 0, 0, 12, 0, 0, 2, 1, 0, 0, 445, 412, 1, 8, 38, 4, 2, 0, 0, 0, 1, 0, 0, 3, 7, 0, 0]"
111,The Doors,"http://www.imsdb.com/scripts/Doors,-The.html","[293, 156, 282, 13, 196, 22, 6, 3, 16, 1, 5, 0, 5, 5, 4, 4, 0, 120, 164, 0, 3, 19, 66, 9, 0, 14, 1, 3, 0, 4, 6, 5, 0, 0]"
112,Top Gun,http://www.imsdb.com/scripts/Top-Gun.html,"[427, 197, 217, 12, 29, 2, 0, 31, 2, 0, 5, 0, 0, 1, 0, 0, 0, 138, 76, 1, 1, 9, 19, 0, 0, 3, 0, 0, 0, 3, 5, 0, 0, 0]"
113,The Abyss,"http://www.imsdb.com/scripts/Abyss,-The.html","[320, 137, 286, 15, 32, 2, 1, 8, 0, 0, 7, 0, 1, 0, 0, 0, 0, 159, 237, 3, 5, 9, 0, 4, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]"
114,The Grifters,"http://www.imsdb.com/scripts/Grifters,-The.html","[240, 94, 158, 17, 22, 4, 0, 3, 1, 0, 9, 0, 1, 2, 0, 0, 0, 242, 229, 2, 14, 8, 1, 2, 0, 18, 1, 0, 0, 0, 3, 0, 0, 0]"
115,The English Patient,"http://www.imsdb.com/scripts/English-Patient,-The.html","[462, 182, 321, 11, 56, 15, 0, 14, 1, 0, 2, 0, 3, 6, 0, 3, 0, 244, 235, 3, 10, 30, 14, 10, 0, 3, 0, 0, 0, 1, 22, 0, 2, 0]"
116,One Flew Over the Cuckoo's Nest,http://www.imsdb.com/scripts/One-Flew-Over-the-Cuckoo's-Nest.html,"[211, 95, 274, 24, 41, 16, 1, 3, 0, 0, 5, 0, 6, 0, 1, 0, 0, 56, 73, 0, 2, 4, 4, 6, 0, 4, 0, 0, 0, 0, 11, 0, 3, 0]"
117,The Princess Bride,"http://www.imsdb.com/scripts/Princess-Bride,-The.html","[343, 112, 230, 11, 199, 6, 0, 5, 23, 61, 3, 0, 0, 0, 0, 0, 0, 87, 122, 0, 1, 6, 5, 2, 1, 9, 0, 0, 0, 0, 7, 0, 0, 0]"
118,Brazil,http://www.imsdb.com/scripts/Brazil.html,"[511, 132, 294, 26, 24, 16, 0, 24, 7, 0, 4, 0, 0, 2, 0, 0, 0, 93, 116, 0, 3, 18, 55, 7, 6, 90, 0, 4, 0, 0, 4, 0, 0, 0]"
119,Aliens,http://www.imsdb.com/scripts/Aliens.html,"[123, 70, 123, 7, 23, 0, 0, 9, 0, 0, 2, 0, 2, 0, 0, 0, 0, 318, 368, 3, 11, 10, 11, 2, 0, 2, 0, 2, 0, 0, 1, 0, 0, 0]"
120,Apocalypse Now,http://www.imsdb.com/scripts/Apocalypse-Now.html,"[412, 143, 222, 29, 54, 15, 0, 37, 1, 0, 11, 0, 1, 2, 0, 0, 0, 42, 29, 0, 2, 4, 5, 0, 0, 1, 0, 3, 0, 0, 22, 0, 0, 0]"
121,Alien,http://www.imsdb.com/scripts/Alien.html,"[0, 2, 4, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
122,Army of Darkness,http://www.imsdb.com/scripts/Army-of-Darkness.html,"[229, 66, 213, 10, 14, 6, 12, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 26, 39, 0, 1, 22, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
123,Psycho,http://www.imsdb.com/scripts/Psycho.html,"[385, 91, 184, 10, 47, 12, 0, 1, 2, 0, 7, 0, 0, 0, 1, 0, 0, 341, 307, 0, 17, 38, 22, 4, 0, 77, 0, 1, 0, 22, 7, 0, 0, 0]"
124,Amadeus,http://www.imsdb.com/scripts/Amadeus.html,"[509, 248, 332, 21, 79, 18, 4, 42, 50, 0, 25, 0, 0, 17, 0, 0, 0, 142, 136, 0, 10, 18, 27, 20, 0, 13, 0, 7, 0, 3, 23, 0, 0, 3]"
125,Raging Bull,http://www.imsdb.com/scripts/Raging-Bull.html,"[227, 159, 223, 12, 11, 1, 1, 1, 3, 0, 0, 0, 27, 1, 0, 0, 0, 86, 130, 0, 4, 0, 22, 1, 0, 6, 0, 0, 0, 3, 21, 1, 0, 0]"
126,Annie Hall,http://www.imsdb.com/scripts/Annie-Hall.html,"[208, 75, 179, 4, 94, 11, 0, 0, 26, 0, 1, 0, 5, 1, 0, 5, 0, 120, 140, 0, 3, 36, 40, 2, 0, 28, 0, 0, 0, 3, 12, 0, 4, 0]"
127,The Sting,"http://www.imsdb.com/scripts/Sting,-The.html","[437, 213, 289, 20, 89, 8, 1, 5, 0, 0, 1, 0, 1, 0, 0, 0, 0, 40, 36, 0, 0, 11, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
128,Miller's Crossing,http://www.imsdb.com/scripts/Miller's-Crossing.html,"[469, 253, 401, 20, 104, 23, 0, 1, 0, 0, 3, 0, 11, 0, 1, 1, 0, 71, 83, 1, 5, 11, 1, 1, 0, 3, 0, 0, 0, 5, 2, 0, 0, 0]"
129,Dead Poets Society,http://www.imsdb.com/scripts/Dead-Poets-Society.html,"[193, 95, 247, 12, 21, 29, 2, 21, 37, 0, 17, 0, 10, 2, 0, 2, 0, 31, 58, 0, 2, 6, 10, 2, 0, 9, 0, 0, 0, 0, 2, 0, 1, 1]"
130,The Graduate,"http://www.imsdb.com/scripts/Graduate,-The.html","[299, 100, 164, 8, 20, 9, 0, 28, 8, 0, 3, 0, 6, 9, 0, 0, 0, 155, 187, 0, 2, 17, 10, 21, 1, 10, 2, 7, 0, 1, 3, 0, 0, 0]"
131,Chinatown,http://www.imsdb.com/scripts/Chinatown.html,"[390, 151, 221, 22, 50, 17, 0, 5, 19, 0, 7, 1, 0, 32, 0, 0, 0, 171, 189, 0, 6, 22, 25, 2, 0, 4, 0, 12, 0, 10, 19, 7, 0, 0]"
132,The Day the Earth Stood Still,"http://www.imsdb.com/scripts/Day-the-Earth-Stood-Still,-The.html","[464, 159, 253, 16, 82, 15, 0, 12, 1, 0, 0, 0, 0, 2, 0, 0, 0, 106, 89, 0, 6, 10, 3, 2, 0, 10, 0, 0, 0, 0, 1, 0, 0, 0]"
133,Duck Soup,http://www.imsdb.com/scripts/Duck-Soup.html,"[227, 104, 232, 6, 36, 3, 1, 4, 10, 0, 7, 0, 1, 7, 0, 4, 0, 68, 100, 0, 1, 14, 40, 2, 0, 1, 0, 0, 0, 0, 4, 0, 0, 10]"
134,The Shining,"http://www.imsdb.com/scripts/Shining,-The.html","[244, 125, 164, 5, 18, 15, 0, 33, 0, 0, 8, 0, 0, 6, 0, 0, 0, 129, 99, 0, 3, 24, 1, 8, 0, 3, 1, 0, 0, 0, 8, 0, 0, 0]"
135,The Deer Hunter,"http://www.imsdb.com/scripts/Deer-Hunter,-The.html","[300, 165, 336, 19, 38, 14, 1, 3, 14, 0, 6, 0, 0, 0, 0, 0, 1, 80, 88, 0, 8, 5, 32, 0, 0, 28, 0, 0, 0, 0, 11, 0, 0, 0]"
136,Groundhog Day,http://www.imsdb.com/scripts/Groundhog-Day.html,"[211, 106, 184, 26, 35, 2, 0, 2, 0, 0, 0, 0, 1, 0, 0, 1, 0, 80, 104, 0, 5, 14, 8, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0]"
137,The Manchurian Candidate,"http://www.imsdb.com/scripts/Manchurian-Candidate,-The.html","[201, 119, 279, 14, 46, 6, 0, 43, 13, 2, 11, 1, 0, 1, 0, 0, 0, 62, 99, 0, 2, 26, 4, 2, 0, 38, 1, 3, 0, 0, 1, 1, 0, 0]"
138,Arsenic and Old Lace,http://www.imsdb.com/scripts/Arsenic-and-Old-Lace.html,"[594, 247, 421, 17, 33, 7, 0, 3, 11, 10, 2, 0, 29, 1, 0, 0, 5, 106, 128, 0, 0, 1, 5, 3, 1, 7, 0, 5, 0, 14, 1, 0, 39, 0]"
139,Highlander,http://www.imsdb.com/scripts/Highlander.html,"[169, 77, 236, 11, 56, 20, 0, 8, 27, 2, 11, 5, 2, 3, 0, 11, 0, 54, 100, 0, 4, 21, 7, 5, 0, 23, 0, 0, 0, 0, 1, 0, 0, 0]"
140,Heathers,http://www.imsdb.com/scripts/Heathers.html,"[74, 33, 82, 4, 16, 3, 0, 1, 17, 1, 11, 0, 1, 0, 3, 0, 0, 170, 322, 0, 6, 2, 24, 2, 0, 7, 1, 1, 0, 0, 0, 1, 0, 0]"
141,Indiana Jones and the Last Crusade,http://www.imsdb.com/scripts/Indiana-Jones-and-the-Last-Crusade.html,"[323, 137, 379, 24, 61, 9, 3, 8, 39, 1, 6, 0, 3, 0, 0, 0, 0, 51, 66, 0, 4, 12, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0]"
142,Being There,http://www.imsdb.com/scripts/Being-There.html,"[262, 91, 224, 9, 90, 15, 7, 42, 1, 0, 1, 0, 0, 1, 0, 0, 0, 68, 68, 0, 5, 8, 0, 26, 0, 0, 0, 1, 0, 0, 6, 0, 0, 0]"
143,Gandhi,http://www.imsdb.com/scripts/Gandhi.html,"[815, 379, 655, 22, 92, 22, 24, 69, 11, 0, 10, 0, 2, 6, 0, 1, 0, 150, 195, 0, 4, 34, 5, 2, 0, 16, 0, 4, 0, 0, 14, 0, 0, 0]"
144,Real Genius,http://www.imsdb.com/scripts/Real-Genius.html,"[275, 72, 145, 12, 11, 9, 0, 9, 3, 0, 2, 0, 1, 1, 0, 2, 0, 29, 25, 0, 0, 5, 9, 1, 0, 5, 0, 2, 0, 1, 0, 0, 0, 0]"
145,Field of Dreams,http://www.imsdb.com/scripts/Field-of-Dreams.html,"[365, 124, 205, 12, 49, 3, 3, 6, 21, 0, 7, 0, 2, 3, 0, 2, 0, 59, 97, 0, 2, 9, 1, 1, 1, 18, 0, 6, 1, 1, 11, 2, 0, 0]"
146,April Fool's Day,http://www.imsdb.com/scripts/April-Fool's-Day.html,"[234, 94, 152, 12, 4, 7, 0, 2, 9, 0, 0, 0, 3, 0, 2, 29, 1, 178, 194, 0, 15, 2, 4, 2, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
147,The Birds,"http://www.imsdb.com/scripts/Birds,-The.html","[226, 80, 108, 1, 47, 15, 2, 8, 8, 0, 4, 0, 2, 3, 0, 0, 0, 407, 426, 0, 6, 37, 24, 6, 3, 36, 0, 3, 0, 2, 8, 0, 3, 0]"
148,Carrie,http://www.imsdb.com/scripts/Carrie.html,"[153, 47, 70, 2, 6, 9, 6, 1, 2, 0, 0, 0, 0, 1, 1, 1, 0, 308, 380, 2, 22, 11, 19, 4, 0, 26, 1, 8, 0, 2, 1, 2, 0, 0]"
149,Blood and Wine,http://www.imsdb.com/scripts/Blood-and-Wine.html,"[473, 157, 335, 17, 37, 3, 0, 1, 6, 0, 5, 0, 0, 4, 0, 0, 0, 255, 305, 3, 12, 7, 1, 2, 0, 12, 3, 0, 0, 0, 7, 1, 0, 0]"
150,Sling Blade,http://www.imsdb.com/scripts/Sling-Blade.html,"[298, 127, 98, 1, 42, 80, 5, 15, 7, 0, 13, 0, 4, 0, 4, 0, 0, 71, 60, 2, 0, 8, 6, 2, 0, 16, 0, 3, 0, 1, 1, 2, 0, 0]"
151,Die Hard 2,http://www.imsdb.com/scripts/Die-Hard-2.html,"[281, 112, 226, 14, 36, 4, 0, 11, 0, 0, 8, 0, 0, 2, 0, 0, 1, 30, 42, 0, 3, 13, 8, 1, 0, 5, 1, 0, 0, 0, 9, 0, 0, 0]"
152,Jaws,http://www.imsdb.com/scripts/Jaws.html,"[349, 157, 308, 29, 39, 16, 0, 3, 2, 1, 6, 0, 1, 3, 2, 0, 0, 46, 71, 0, 0, 8, 9, 5, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0]"
153,Jaws 2,http://www.imsdb.com/scripts/Jaws-2.html,"[263, 101, 204, 11, 27, 4, 0, 0, 3, 0, 10, 0, 6, 4, 1, 1, 0, 74, 88, 0, 4, 7, 10, 3, 0, 1, 0, 3, 0, 0, 1, 0, 0, 0]"
154,Jerry Maguire,http://www.imsdb.com/scripts/Jerry-Maguire.html,"[346, 139, 188, 16, 62, 11, 0, 0, 4, 0, 20, 0, 14, 4, 2, 0, 0, 208, 168, 1, 11, 29, 12, 2, 0, 15, 0, 0, 0, 12, 12, 10, 1, 0]"
155,Raising Arizona,http://www.imsdb.com/scripts/Raising-Arizona.html,"[343, 148, 355, 12, 37, 19, 1, 20, 1, 0, 14, 0, 0, 2, 0, 0, 0, 71, 87, 1, 1, 12, 0, 1, 0, 0, 0, 0, 0, 1, 12, 0, 0, 0]"
156,Tin Men,http://www.imsdb.com/scripts/Tin-Men.html,"[393, 115, 226, 11, 78, 3, 2, 8, 0, 0, 15, 0, 1, 13, 0, 0, 0, 72, 69, 0, 0, 11, 36, 0, 0, 0, 0, 1, 0, 2, 33, 0, 1, 0]"
157,Scream,http://www.imsdb.com/scripts/Scream.html,"[197, 91, 139, 7, 110, 8, 0, 3, 30, 0, 1, 0, 2, 2, 11, 0, 0, 296, 344, 0, 25, 7, 25, 3, 0, 27, 0, 5, 0, 1, 6, 5, 0, 0]"
158,The Last of the Mohicans,"http://www.imsdb.com/scripts/Last-of-the-Mohicans,-The.html","[287, 127, 356, 5, 56, 5, 0, 17, 44, 0, 11, 0, 5, 0, 0, 0, 0, 95, 175, 2, 3, 8, 6, 0, 0, 1, 0, 1, 0, 3, 6, 0, 0, 0]"
159,Metro,http://www.imsdb.com/scripts/Metro.html,"[442, 163, 290, 15, 30, 1, 0, 1, 0, 0, 2, 0, 1, 4, 0, 0, 0, 105, 88, 0, 1, 16, 18, 3, 0, 2, 0, 1, 0, 0, 12, 5, 0, 0]"
160,Absolute Power,http://www.imsdb.com/scripts/Absolute-Power.html,"[464, 111, 228, 13, 41, 2, 10, 8, 9, 0, 1, 0, 0, 1, 0, 0, 0, 168, 208, 0, 0, 21, 9, 1, 0, 11, 0, 7, 0, 0, 4, 0, 0, 0]"
161,Lost Highway,http://www.imsdb.com/scripts/Lost-Highway.html,"[354, 153, 308, 12, 112, 0, 0, 2, 1, 0, 5, 0, 0, 1, 0, 0, 0, 135, 171, 0, 3, 10, 14, 0, 0, 4, 0, 1, 0, 0, 6, 5, 0, 0]"
162,Donnie Brasco,http://www.imsdb.com/scripts/Donnie-Brasco.html,"[239, 130, 164, 6, 23, 0, 0, 9, 7, 0, 8, 0, 4, 1, 3, 4, 0, 46, 69, 0, 1, 3, 4, 3, 0, 7, 0, 4, 0, 0, 20, 2, 0, 0]"
163,The Saint,"http://www.imsdb.com/scripts/Saint,-The.html","[290, 92, 259, 12, 54, 15, 0, 7, 31, 0, 0, 0, 1, 1, 1, 1, 0, 167, 167, 0, 4, 27, 2, 2, 0, 2, 1, 1, 0, 0, 5, 0, 0, 0]"
164,Crash,http://www.imsdb.com/scripts/Crash.html,"[145, 68, 212, 13, 23, 1, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 87, 254, 0, 7, 27, 7, 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0]"
165,Liar Liar,http://www.imsdb.com/scripts/Liar-Liar.html,"[211, 95, 161, 18, 33, 9, 0, 3, 11, 0, 17, 0, 1, 5, 2, 1, 0, 64, 68, 1, 3, 11, 1, 4, 0, 8, 0, 0, 0, 1, 5, 0, 0, 0]"
166,Anna Karenina,http://www.imsdb.com/scripts/Anna-Karenina.html,"[293, 200, 227, 26, 30, 10, 4, 4, 14, 0, 15, 0, 9, 22, 0, 0, 0, 270, 433, 2, 11, 18, 8, 7, 0, 17, 0, 8, 1, 5, 40, 0, 2, 0]"
167,Inventing the Abbotts,http://www.imsdb.com/scripts/Inventing-the-Abbotts.html,"[282, 90, 194, 3, 15, 5, 1, 3, 17, 1, 2, 0, 13, 1, 2, 0, 0, 206, 271, 3, 6, 8, 7, 0, 0, 26, 1, 7, 0, 2, 1, 0, 0, 0]"
168,Breakdown,http://www.imsdb.com/scripts/Breakdown.html,"[398, 99, 304, 14, 23, 9, 0, 15, 4, 0, 3, 0, 0, 4, 0, 0, 0, 82, 77, 0, 4, 14, 4, 1, 0, 2, 0, 0, 0, 0, 31, 0, 0, 0]"
169,The Fifth Element,"http://www.imsdb.com/scripts/Fifth-Element,-The.html","[195, 91, 236, 20, 35, 8, 2, 16, 15, 1, 5, 0, 0, 1, 0, 0, 0, 116, 139, 0, 1, 5, 47, 1, 0, 18, 0, 1, 0, 0, 11, 0, 0, 0]"
170,My Best Friend's Wedding,http://www.imsdb.com/scripts/My-Best-Friend's-Wedding.html,"[318, 116, 185, 3, 32, 10, 0, 4, 7, 0, 3, 0, 0, 3, 0, 0, 0, 510, 556, 1, 22, 16, 26, 3, 0, 1, 1, 11, 0, 7, 4, 2, 1, 0]"
171,Men in Black,http://www.imsdb.com/scripts/Men-in-Black.html,"[315, 139, 233, 16, 40, 2, 0, 11, 1, 0, 5, 0, 0, 2, 0, 1, 0, 77, 86, 0, 1, 13, 3, 1, 0, 2, 0, 0, 0, 0, 5, 1, 0, 0]"
172,G.I. Jane,http://www.imsdb.com/scripts/G.I.-Jane.html,"[124, 54, 76, 2, 35, 1, 1, 71, 3, 0, 0, 0, 2, 0, 0, 0, 0, 140, 176, 0, 2, 15, 6, 0, 4, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
173,Conan the Barbarian,http://www.imsdb.com/scripts/Conan-the-Barbarian.html,"[262, 127, 354, 14, 26, 21, 1, 1, 27, 0, 13, 0, 1, 1, 0, 0, 0, 81, 194, 0, 7, 11, 20, 0, 0, 6, 0, 0, 0, 0, 3, 0, 0, 0]"
174,Event Horizon,http://www.imsdb.com/scripts/Event-Horizon.html,"[198, 91, 204, 14, 42, 1, 0, 4, 0, 0, 8, 0, 0, 0, 0, 0, 0, 83, 123, 1, 1, 7, 0, 0, 0, 1, 0, 0, 0, 0, 3, 0, 0, 0]"
175,Mimic,http://www.imsdb.com/scripts/Mimic.html,"[217, 70, 203, 17, 60, 12, 0, 0, 3, 1, 1, 3, 2, 1, 0, 0, 0, 106, 159, 0, 9, 5, 2, 9, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
176,Air Force One,http://www.imsdb.com/scripts/Air-Force-One.html,"[251, 78, 270, 14, 18, 4, 0, 53, 11, 0, 1, 0, 0, 8, 0, 0, 0, 46, 88, 0, 1, 8, 3, 13, 0, 0, 0, 15, 0, 0, 3, 0, 0, 0]"
177,The Hunt for Red October,"http://www.imsdb.com/scripts/Hunt-for-Red-October,-The.html","[187, 108, 217, 6, 25, 3, 0, 23, 3, 2, 5, 0, 4, 0, 0, 3, 0, 24, 28, 0, 0, 5, 1, 0, 0, 3, 0, 1, 0, 0, 6, 0, 0, 0]"
178,L.A. Confidential,http://www.imsdb.com/scripts/L.A.-Confidential.html,"[267, 170, 255, 14, 36, 6, 0, 16, 15, 0, 5, 0, 3, 1, 7, 0, 0, 76, 88, 0, 1, 10, 20, 0, 0, 7, 0, 7, 0, 0, 10, 1, 0, 0]"
179,The Game,"http://www.imsdb.com/scripts/Game,-The.html","[462, 163, 388, 27, 92, 7, 0, 8, 14, 0, 2, 0, 17, 1, 0, 0, 0, 119, 143, 0, 3, 17, 28, 2, 0, 1, 0, 2, 0, 0, 2, 0, 0, 0]"
180,U Turn,http://www.imsdb.com/scripts/U-Turn.html,"[334, 158, 276, 19, 125, 16, 1, 6, 4, 1, 8, 0, 2, 4, 3, 0, 0, 175, 213, 4, 5, 37, 21, 7, 0, 10, 1, 3, 0, 0, 13, 0, 0, 0]"
181,The Assignment,"http://www.imsdb.com/scripts/Assignment,-The.html","[587, 237, 356, 16, 66, 10, 0, 19, 26, 0, 15, 0, 0, 2, 0, 0, 0, 100, 147, 2, 5, 20, 9, 1, 1, 11, 0, 0, 0, 0, 21, 5, 0, 0]"
182,The Ice Storm,"http://www.imsdb.com/scripts/Ice-Storm,-The.html","[206, 68, 165, 14, 10, 2, 2, 1, 9, 0, 12, 0, 5, 5, 0, 1, 0, 141, 166, 1, 7, 7, 6, 4, 0, 6, 0, 2, 0, 2, 8, 3, 0, 0]"
183,Chasing Amy,http://www.imsdb.com/scripts/Chasing-Amy.html,"[186, 108, 143, 11, 48, 13, 0, 2, 6, 0, 2, 0, 5, 1, 2, 7, 0, 166, 194, 0, 2, 27, 44, 1, 0, 18, 2, 0, 0, 2, 0, 1, 0, 0]"
184,Gattaca,http://www.imsdb.com/scripts/Gattaca.html,"[287, 76, 424, 35, 39, 1, 0, 8, 10, 0, 4, 0, 14, 1, 0, 0, 0, 57, 104, 0, 5, 14, 1, 0, 0, 6, 0, 0, 0, 0, 2, 0, 0, 0]"
185,Gang Related,http://www.imsdb.com/scripts/Gang-Related.html,"[280, 146, 227, 7, 71, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 119, 147, 0, 4, 15, 2, 0, 0, 2, 0, 0, 0, 3, 5, 1, 0, 0]"
186,Bean,http://www.imsdb.com/scripts/Bean.html,"[590, 132, 347, 25, 65, 10, 29, 35, 3, 0, 6, 1, 1, 1, 2, 0, 0, 85, 78, 1, 3, 11, 7, 16, 0, 37, 0, 6, 0, 1, 8, 0, 0, 0]"
187,Boogie Nights,http://www.imsdb.com/scripts/Boogie-Nights.html,"[200, 80, 174, 4, 42, 16, 1, 4, 9, 0, 4, 0, 3, 9, 0, 2, 0, 111, 90, 0, 0, 5, 14, 21, 0, 53, 0, 0, 0, 3, 29, 7, 0, 0]"
188,Witness,http://www.imsdb.com/scripts/Witness.html,"[344, 164, 282, 15, 84, 20, 1, 1, 5, 2, 16, 1, 4, 3, 0, 0, 0, 126, 111, 3, 6, 15, 1, 6, 0, 9, 0, 1, 0, 5, 7, 0, 0, 0]"
189,Starship Troopers,http://www.imsdb.com/scripts/Starship-Troopers.html,"[105, 79, 161, 12, 12, 6, 0, 92, 26, 0, 8, 0, 0, 0, 0, 0, 0, 83, 138, 0, 5, 2, 13, 0, 0, 22, 0, 0, 0, 3, 1, 0, 0, 0]"
190,The Truman Show,"http://www.imsdb.com/scripts/Truman-Show,-The.html","[383, 127, 477, 35, 57, 28, 0, 0, 32, 0, 4, 0, 3, 1, 0, 0, 0, 79, 163, 0, 17, 47, 2, 3, 0, 20, 0, 1, 0, 13, 4, 1, 0, 0]"
191,Anastasia,http://www.imsdb.com/scripts/Anastasia.html,"[144, 88, 168, 9, 12, 16, 0, 1, 6, 0, 2, 0, 0, 2, 0, 0, 0, 209, 314, 2, 15, 21, 18, 4, 0, 0, 5, 0, 2, 0, 2, 0, 1, 0]"
192,Good Will Hunting,http://www.imsdb.com/scripts/Good-Will-Hunting.html,"[234, 82, 148, 4, 23, 20, 0, 1, 4, 0, 5, 0, 4, 0, 0, 11, 0, 53, 36, 0, 1, 7, 13, 2, 0, 7, 0, 0, 0, 1, 13, 0, 0, 0]"
193,Scream 2,http://www.imsdb.com/scripts/Scream-2.html,"[167, 75, 111, 3, 55, 5, 0, 2, 2, 0, 6, 0, 1, 1, 5, 0, 0, 344, 311, 0, 13, 7, 59, 0, 0, 7, 0, 0, 0, 3, 0, 0, 0, 0]"
194,The Sweet Hereafter,"http://www.imsdb.com/scripts/Sweet-Hereafter,-The.html","[180, 41, 129, 6, 8, 6, 1, 0, 18, 0, 6, 0, 0, 3, 0, 0, 0, 93, 133, 0, 7, 5, 14, 0, 0, 12, 0, 13, 0, 7, 6, 0, 0, 0]"
195,Titanic,http://www.imsdb.com/scripts/Titanic.html,"[409, 179, 349, 20, 54, 7, 0, 30, 16, 1, 7, 0, 0, 9, 1, 0, 0, 361, 527, 6, 12, 36, 21, 13, 0, 23, 2, 5, 1, 1, 7, 0, 0, 0]"
196,Tomorrow Never Dies,http://www.imsdb.com/scripts/Tomorrow-Never-Dies.html,"[350, 148, 263, 21, 51, 0, 0, 39, 5, 2, 2, 0, 0, 0, 1, 7, 0, 87, 101, 0, 1, 25, 12, 1, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0]"
197,The Postman,"http://www.imsdb.com/scripts/Postman,-The.html","[404, 164, 306, 25, 66, 34, 3, 23, 7, 0, 4, 0, 1, 2, 0, 0, 0, 88, 90, 0, 0, 19, 3, 2, 0, 2, 0, 4, 0, 3, 3, 0, 0, 0]"
